Rank,BName,BName_sub,ItemId,Author,Author_mul,Publshr,Pdate,RglPrice,SlsPrice,SalesPoint,Category,Sorce
692.0,네트워크 마케팅 알고 합시다,,333992,김한수,False,기타 출판사,2002-05-31,11500,11500,45.0,경제경영,2002년8월3주
506.0,장밋빛 인생,,360762,정미경,False,민음사,2002-05-31,8500,7650,665.0,소설/시/희곡,2002년8월3주
936.0,tangerine TOEIC Part 2,,246816,변진협,False,기타 출판사,2002-06-01,15200,13680,848.0,외국어,2002년8월3주
180.0,tangerine TOEIC Part 3,,254057,변진협,False,기타 출판사,2002-06-01,15200,13680,631.0,외국어,2001년1월3주
145.0,Hackers TOEFL Vocabulary,,274659,David Cho,False,해커스어학연구소(Hackers),2002-06-01,14900,13410,4195.0,외국어,2002년8월3주
243.0,성공과 실패를 결정하는 1%의 프로그래밍 원리,,348772,야자와 히사오,True,기타 출판사,2002-06-01,14800,13320,825.0,컴퓨터/모바일,2002년8월3주
498.0,"TOEIC, 답이 보이는 모의고사 4",(문제집 1부 + 해설집 1부 + 테이프 1개),362149,김대균,False,김영사,2002-06-01,8900,8010,387.0,외국어,2002년8월3주
915.0,수학의 유혹,,360860,강석진,False,문학동네,2002-06-03,12000,10800,2818.0,과학,2005년2월1주
168.0,위험한 그림의 미술사,,361837,조이한,False,웅진지식하우스,2002-06-04,13000,11700,376.0,예술/대중문화,2002년8월3주
240.0,유클리드의 창,,351398,레오나르드 믈로디노프,True,까치,2002-06-05,17000,15300,3029.0,과학,2002년8월3주
71.0,마음에는 평화 얼굴에는 미소,,360768,틱낫한,True,김영사,2002-06-05,9500,8550,2514.0,종교/역학,2002년8월3주
235.0,"과학, 그 위대한 호기심",,361564,서울대학교 자연대 교수,True,기타 출판사,2002-06-05,12000,10800,364.0,과학,2005년2월1주
246.0,예수가 외면한 그 한가지 질문,,361551,오강남,False,기타 출판사,2002-06-06,9800,8820,1130.0,종교/역학,2002년8월3주
326.0,황금의 씨앗을 뿌려라,,350311,공병호,False,21세기북스,2002-06-10,10000,9000,660.0,자기계발,2002년8월3주
490.0,"민사고, 국영수 이렇게 한다",,351024,박관수,False,기타 출판사,2002-06-10,8500,7650,235.0,청소년,2002년8월3주
134.0,환상동화집,,361854,헤르만 헤세,True,민음사,2002-06-10,15000,13500,2600.0,소설/시/희곡,2002년8월3주
331.0,수정마개,,361873,모리스 르블랑,True,까치,2002-06-10,8000,7200,687.0,소설/시/희곡,2002년8월3주
617.0,즐거운 컴퓨터 교실 홈페이지 만들기 나모 5,,362003,김미영,False,영진.com(영진닷컴),2002-06-10,7000,6300,374.0,컴퓨터/모바일,2002년8월3주
567.0,키에누리브스 꼬시기,,362286,이현수,False,기타 출판사,2002-06-10,8500,7650,245.0,소설/시/희곡,2002년8월3주
732.0,사회운동가들과 함께 세상읽기,,362343,권영길,True,기타 출판사,2002-06-10,9000,8100,167.0,사회과학,2002년8월3주
