순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명),source
814.0,국내도서,내일 10,272169195,9788925592961,4810,라마 지음,알에이치코리아(RHK),2021-05-31,14000,12600,700점,538.0,만화,2021년6월1주
873.0,국내도서,꿈꾸는 엄마의 미라클 모닝,272177046,9791191104141,13190,김연지 지음,유노라이프,2021-05-31,14000,12600,700점,260.0,자기계발,2021년6월1주
449.0,국내도서,최종 보스의 애인이라니 오해입니다 1,272199793,9791132539100,3810,KEN 지음,신영미디어,2021-05-31,11000,9900,550점,185.0,소설/시/희곡,2021년6월1주
819.0,국내도서,최종 보스의 애인이라니 오해입니다 3,272200273,9791132539124,3810,KEN 지음,신영미디어,2021-05-31,11000,9900,550점,171.0,소설/시/희곡,2021년6월1주
872.0,국내도서,2022 신용한 행정학 최근 10년 단원별 기출문제집 - 전2권,272242658,9791167220196,13350,신용한 지음,메가스터디교육(공무원),2021-05-31,39000,35100,"1,950점",2731.0,수험서/자격증,2021년6월1주
84.0,국내도서,핏블리의 헬스 다이어트 전략집,272254221,9791158463557,13510,핏블리(문석기) 지음,비타북스,2021-05-31,15000,13500,750점,3030.0,건강/취미,2021년6월1주
37.0,국내도서,일곱 번째 달 일곱 번째 밤,272254917,9791159923340,3800,"켄 리우 외 지음, 박산호 외 옮김",알마,2021-05-31,16600,14940,830점,1421.0,소설/시/희곡,2021년6월1주
245.0,국내도서,여우 8,272320398,9788954679565,3840,"조지 손더스 지음, 민은영 옮김",문학동네,2021-05-31,10000,9000,500점,486.0,소설/시/희곡,2021년6월1주
1.0,국내도서,조국의 시간,272354602,9788935668663,3340,조국 지음,한길사,2021-05-31,17000,15300,850점,36854.0,사회과학,2021년6월1주
342.0,국내도서,기동경찰 패트레이버 애장판 11,272384497,9791136273307,,유우키 마사미 지음,대원씨아이(만화),2021-05-31,15000,13500,750점,429.0,만화,2021년6월1주
363.0,국내도서,기동경찰 패트레이버 애장판 12,272384529,9791136273314,,유우키 마사미 지음,대원씨아이(만화),2021-05-31,15000,13500,750점,455.0,만화,2021년6월1주
912.0,국내도서,매거진 G 2호 적의 적은 내 친구인가? : 네 편 혹은 내 편,272406053,9788934988991,4100,리처드 도킨스 외 지음,김영사,2021-05-31,9900,8910,490점,410.0,인문학,2021년6월1주
636.0,국내도서,오늘부터 조금씩 제로 웨이스트,272406284,9788986022315,3300,장서영(그린라이프) 지음,비즈니스맵,2021-05-31,14800,13320,740점,803.0,사회과학,2021년6월1주
334.0,국내도서,해방자 신데렐라,272560485,9791191187892,3840,"리베카 솔닛 지음, 아서 래컴 그림, 홍한별 옮김",반비,2021-05-31,17000,15300,850점,1812.0,인문학,2021년6월1주
326.0,국내도서,재와 물거품,272568192,9791191193114,3810.0,김청귤 지음,안전가옥,2021-05-31,13000,11700,650점,14824.0,소설/시/희곡,2022년5월2주
777.0,국내도서,그만두길 잘한 것들의 목록,272722081,9791166890222,3810,서윤후 지음,바다출판사,2021-05-31,12800,11520,640점,932.0,에세이,2021년6월1주
936.0,국내도서,"국제분쟁, 무엇이 문제일까?",272723627,9791163635109,43340.0,김미조 지음,동아엠앤비,2021-05-31,15000,13500,750점,3171.0,청소년,2022년5월2주
362.0,국내도서,분더카머,272811786,9788932038667,3600,윤경희 지음,문학과지성사,2021-05-31,15000,13500,750점,2606.0,에세이,2021년6월1주
687.0,국내도서,돼지를 키운 채식주의자,259678500,9788936486778,3300,이동호 지음,창비,2021-06-01,15000,13500,750점,642.0,사회과학,2021년6월1주
17.0,국내도서,헤르만 헤세의 나무들,259678605,9788936478698,3850,"헤르만 헤세 지음, 안인희 옮김",창비,2021-06-01,14000,12600,700점,6091.0,에세이,2021년6월1주
730.0,국내도서,세 명의 삶 &#xFF3C; Q. E. D.,269949898,9791196438159,3840,"거트루드 스타인 지음, 이성옥 옮김",큐큐,2021-06-01,16000,14400,800점,547.0,소설/시/희곡,2021년6월1주
567.0,국내도서,집 살까요? 팔까요?,271457986,9791186518472,3320,전인수 지음,갈라북스,2021-06-01,13800,12420,690점,135.0,경제경영,2021년6월1주
183.0,국내도서,일주일 그림책 수업,271701214,9791191583281,,채인선 지음,위즈덤하우스,2021-06-01,21000,18900,"1,050점",983.0,인문학,2021년6월1주
966.0,국내도서,성공한 대통령 김대중과 현대사,272100962,9788959407637,3300,장신기 지음,시대의창,2021-06-01,25000,22500,"1,250점",310.0,사회과학,2021년6월1주
40.0,국내도서,이와타씨에게 묻다,272251382,9791189318246,3320,"호보닛칸이토이신문 엮음, 오연정 옮김",이콘,2021-06-01,15000,13500,750점,2549.0,경제경영,2021년6월1주
33.0,국내도서,주식투자의 지혜,272393038,9791188754427,3320,"천장팅 지음, 김재현.양성희 옮김",에프엔미디어,2021-06-01,18000,16200,900점,12452.0,경제경영,2021년6월1주
162.0,국내도서,캐럴,272430281,9788932038643,3810,이장욱 지음,문학과지성사,2021-06-01,14000,12600,700점,716.0,소설/시/희곡,2021년6월1주
492.0,국내도서,쉽게 배워 바로 쓰는 사회복지 글쓰기,272559880,9788980072194,93330,전안나 지음,인간과복지,2021-06-01,15000,13500,750점,4833.0,대학교재/전문서적,2021년6월1주
283.0,국내도서,장애와 테크놀로지,272580671,9772586200006,"
",김초엽 외 지음,이음,2021-06-01,15000,13500,680점,665.0,과학,2021년6월1주
874.0,국내도서,선택 설계자들,259678555,9791191056624,3320,"올리비에 시보니 지음, 안종희 옮김",인플루엔셜(주),2021-06-02,19800,17820,990점,1257.0,경제경영,2021년6월1주
112.0,국내도서,라오어의 미국주식 무한매수법,272183025,9791165795788,3320,라오어 지음,알키,2021-06-02,16000,14400,800점,7462.0,경제경영,2021년6월1주
586.0,국내도서,마우스 1,272202517,9791190905091,3680,최란 지음,이지퍼블리싱,2021-06-02,17500,15750,870점,255.0,예술/대중문화,2021년6월1주
564.0,국내도서,마우스 2,272202659,9791190905107,3680,최란 지음,이지퍼블리싱,2021-06-02,17500,15750,870점,248.0,예술/대중문화,2021년6월1주
638.0,국내도서,"사는 게 고통일 때, 쇼펜하우어",272623994,9788950995485,4300,박찬국 지음,21세기북스,2021-06-02,17000,15300,850점,5724.0,인문학,2021년6월1주
590.0,국내도서,트레이딩 전략서,272636672,9791196683634,13320,태쏘 지음,가이아의어깨,2021-06-02,25000,22500,"1,250점",1623.0,경제경영,2021년6월1주
51.0,국내도서,오늘은 또 무슨 헛소리를 써볼까,272721177,9791191583687,3810,심너울 지음,위즈덤하우스,2021-06-02,15000,13500,750점,439.0,에세이,2021년6월1주
742.0,국내도서,남팬만화 3,271637640,9791191583885,7650,장진 지음,위즈덤하우스,2021-06-03,14000,12600,700점,277.0,만화,2021년6월1주
210.0,국내도서,이세계 삼촌 5,271715076,9791138000529,7830,"호톤도신데이루 지음, 김민준 옮김",영상출판미디어(주),2021-06-03,7500,6750,370점,2034.0,만화,2021년6월1주
563.0,국내도서,제도성배기담 Fate/type Redline 1,271715881,9791138000574,7830,"히라노 료지 지음, 정홍식 옮김, 케이켄치. 타입 문 원작",영상출판미디어(주),2021-06-03,7500,6750,370점,938.0,만화,2021년6월1주
603.0,국내도서,소꿉친구가 절대로 지지 않는 러브 코미디 3,271716349,9791138000604,4830,"니마루 슈이치 지음, 시구레 우이 그림, 김민준 옮김",영상출판미디어(주),2021-06-03,7500,6750,370점,381.0,소설/시/희곡,2021년6월1주
329.0,국내도서,옆집 천사님 때문에 어느샌가 인간적으로 타락한 사연 2,271716770,9791138000611,4830,"사에키상 지음, 하네코토 그림, 도영명 옮김",영상출판미디어(주),2021-06-03,7500,6750,370점,4033.0,소설/시/희곡,2021년6월1주
282.0,국내도서,용왕이 하는 일! 12,271716951,9791138000598,4830,"시라토리 시로 지음, 시라비 그림, 이승원 옮김, 사이유키 감수",영상출판미디어(주),2021-06-03,7500,6750,370점,693.0,소설/시/희곡,2021년6월1주
244.0,국내도서,다정한 무관심,272199012,9791187332657,3300,한승혜 지음,사우,2021-06-03,16000,14400,800점,759.0,인문학,2021년6월1주
120.0,국내도서,"괴롭히지 말아요, 나가토로 양 10",272265082,9791166118807,7830,"나나시 지음, 김현주 옮김",㈜소미미디어,2021-06-03,5000,4500,250점,1010.0,만화,2021년6월1주
553.0,국내도서,전생했더니 슬라임이었던 건에 대하여 이문 3,272265617,9791166118791,7830,"토노 타에 지음, 밋츠바 그림, 도영명 옮김, 후세 원작",㈜소미미디어,2021-06-03,5500,4950,270점,286.0,만화,2021년6월1주
706.0,국내도서,철학과 종교의 세계사,272572183,9788972917434,3100,"데구치 하루아키 지음, 서수지 옮김",까치,2021-06-03,19800,17820,990점,583.0,인문학,2021년6월1주
294.0,국내도서,미스테리아 35호,272794347,9772384289005,,미스테리아 편집부 지음,엘릭시르,2021-06-03,13000,12350,390점,420.0,소설/시/희곡,2021년6월1주
827.0,국내도서,일러스트로 보는 세상에서 가장 빠른 교양 수업,271712969,9791191583724,3030,"후쿠다 가즈야 지음, 박소영 옮김",위즈덤하우스,2021-06-04,14000,12600,700점,190.0,인문학,2021년6월1주
533.0,국내도서,중국의 조용한 침공,272562513,9788984079540,3330,"클라이브 해밀턴 지음, 김희주 옮김",세종(세종서적),2021-06-04,22000,19800,"1,100점",1295.0,사회과학,2021년6월1주
258.0,국내도서,도우미 여우 센코 씨 7,272575963,9791166118869,7830,"리무코로 지음, 나민형 옮김",㈜소미미디어,2021-06-04,5000,4500,250점,352.0,만화,2021년6월1주
534.0,국내도서,SHY 샤이 4,272576268,9791166118838,7830,"미키 부키미 지음, 조원로 옮김",㈜소미미디어,2021-06-04,5500,4950,270점,138.0,만화,2021년6월1주
211.0,국내도서,"우리, 이토록 작은 존재들을 위하여",272741819,9788954679923,3840,"사샤 세이건 지음, 홍한별 옮김",문학동네,2021-06-04,16000,14400,800점,3319.0,에세이,2021년6월1주
783.0,국내도서,에드거 앨런 포 단편선,272568051,9788932912721,4840,"에드거 앨런 포 지음, 김석희 옮김",열린책들,2021-06-05,14800,13320,740점,1597.0,소설/시/희곡,2021년6월1주
89.0,국내도서,죽이고 싶은 아이,272118388,9791190337755,43810,이꽃님 지음,우리학교,2021-06-07,12500,11250,620점,51965.0,청소년,2024년7월2주
461.0,국내도서,개발자에서 아키텍트로,272123488,9791162244326,93000,"마이클 킬링 지음, 김영재 옮김",한빛미디어,2021-06-07,27000,24300,"1,350점",873.0,컴퓨터/모바일,2021년6월1주
14.0,국내도서,부의 시나리오,272169233,9791190977265,3320,오건영 지음,페이지2(page2),2021-06-07,18000,16200,900점,13161.0,경제경영,2021년6월1주
68.0,국내도서,걷는 독서,272242325,9788991418318,2810,박노해 지음,느린걸음,2021-06-07,23000,20700,"1,150점",12415.0,에세이,2021년6월1주
15.0,국내도서,디디미니의 초간단 인생맛 고단백 저탄수화물 다이어트 레시피,272563613,9791197438707,13590,미니 박지우 지음,빅피시,2021-06-07,18500,16650,920점,4073.0,요리/살림,2021년6월1주
826.0,국내도서,2021 김종욱 형법 조문 & 학설,272755417,9791160492019,13360,김종욱 지음,멘토링,2021-06-07,23000,20700,"1,150점",177.0,수험서/자격증,2021년6월1주
41.0,국내도서,정년이 3,272792815,9788954679633,7830,"서이레 지음, 나몬 그림",문학동네,2021-06-07,15000,13500,750점,1588.0,만화,2021년6월1주
589.0,국내도서,살과 돌,272795230,9788954679763,3300,"리차드 세넷 지음, 임동근 옮김",문학동네,2021-06-07,24000,21600,"1,200점",1248.0,인문학,2021년6월1주
158.0,국내도서,메타버스 새로운 기회,271457429,9791190242868,3320,김상균.신병호 지음,베가북스,2021-06-08,18800,16920,940점,5064.0,경제경영,2021년6월1주
460.0,국내도서,더 프랙티스,272182262,9791165343507,3190,"세스 고딘 지음, 도지영 옮김",쌤앤파커스,2021-06-08,18000,16200,900점,1801.0,자기계발,2021년6월1주
661.0,국내도서,아시모프의 코스모스,272245647,9788983928597,3440,"아이작 아시모프 지음, 이강환 옮김",문학수첩,2021-06-08,13000,11700,650점,578.0,과학,2021년6월1주
816.0,국내도서,완전한 행복,272252933,9791167370280,3810.0,정유정 지음,은행나무,2021-06-08,15800,14220,790점,27780.0,소설/시/희곡,2022년5월2주
825.0,국내도서,나의 「소세키」와 「류노스케」,272574967,9791161110707,3830,"우치다 햣켄 지음, 송태욱 옮김",뮤진트리,2021-06-08,16500,14850,820점,107.0,인문학,2021년6월1주
780.0,국내도서,건강한 건물,272170529,9791197022760,3320,"조지프 앨런.존 매컴버 지음, 이현주 옮김",머스트리드북,2021-06-09,18000,16200,900점,223.0,경제경영,2021년6월1주
781.0,국내도서,글쓰기의 쓸모,272249222,9791191211214,3800,손현 지음,북스톤,2021-06-09,15000,13500,750점,475.0,인문학,2021년6월1주
863.0,국내도서,온리 센스 온라인 17,272275103,9791166118746,4830,"아로하자초 지음, 유키상 그림, 천선필 옮김",㈜소미미디어,2021-06-09,7500,6750,370점,300.0,소설/시/희곡,2021년6월1주
738.0,국내도서,꿈꾸는 남자는 현실주의자 3,272275463,9791166118678,4830,"오케마루 지음, 사바미조레 그림, 박정철 옮김",㈜소미미디어,2021-06-09,7500,6750,370점,287.0,소설/시/희곡,2021년6월1주
509.0,국내도서,다른 사람과 하는 러브코미디는 용서하지 않을 거니까,272276136,9791166118654,4830,"하바 라쿠토 지음, 이코모치 그림, 현노을 옮김",㈜소미미디어,2021-06-09,7500,6750,370점,380.0,소설/시/희곡,2021년6월1주
6.0,국내도서,와인이 있는 100가지 장면,270837905,9791196616007,,"엄정선.배두환 지음, 박이수 그림",보틀프레스,2021-06-10,24000,21600,"1,200점",3530.0,요리/살림,2021년6월1주
137.0,국내도서,실전투자의 비밀,271480837,9791191328158,3320,김형준 지음,이레미디어,2021-06-10,22000,19800,"1,100점",8203.0,경제경영,2021년6월1주
50.0,국내도서,만화 인소의 법칙 3 (캐릭터 키링 시리즈 3 은지호 + 함단이 학생증 + 엽서 4종 포함 한정판),271718557,9791191363906,4810,"아현 지음, 유한려 원작",디앤씨웹툰비즈,2021-06-10,27000,24300,"1,350점",1401.0,만화,2021년6월1주
604.0,국내도서,만화 인소의 법칙 3,271718927,9791191363760,7810,"아현 지음, 유한려 원작",디앤씨웹툰비즈,2021-06-10,14000,12600,700점,1394.0,만화,2021년6월1주
265.0,국내도서,원소의 이름,272169151,9791155813744,3430,"피터 워더스 지음, 이충호 옮김",윌북,2021-06-10,18000,16200,900점,2439.0,과학,2021년6월1주
820.0,국내도서,아트 하이딩 인 뉴욕,272242039,9791196725273,3940,"로리 짐머.마리아 크라신스키 지음, 이지민 옮김",혜윰터,2021-06-10,22000,19800,"1,100점",382.0,에세이,2021년6월1주
188.0,국내도서,피케티의 사회주의 시급하다,272388361,9791167370273,3300,"토마 피케티 지음, 이민주 옮김",은행나무,2021-06-10,20000,18000,"1,000점",981.0,사회과학,2021년6월1주
81.0,국내도서,다만 잘 지는 법도 있다는 걸,272413526,9791188862900,3810,전종환 지음,난다,2021-06-10,14000,12600,700점,692.0,에세이,2021년6월1주
424.0,국내도서,기억의 저편,272556774,9791189178413,3810,김세화 지음,몽실북스,2021-06-10,14500,13050,720점,252.0,소설/시/희곡,2021년6월1주
257.0,국내도서,곰 곰 곰 베어 15,272561851,9791127860240,4830,"쿠마나노 지음, 029 그림, 김보라 옮김",디앤씨미디어(주)(D&C미디어),2021-06-10,9500,8550,470점,389.0,소설/시/희곡,2021년6월1주
122.0,국내도서,변변찮은 마술강사와 추상일지 7,272561999,9791127860257,4830,"히츠지 타로 지음, 미시마 쿠로네 그림, 최승원 옮김",디앤씨미디어(주)(D&C미디어),2021-06-10,7800,7020,390점,647.0,소설/시/희곡,2021년6월1주
25.0,국내도서,청춘 돼지는 나이팅게일의 꿈을 꾸지 않는다,272562101,9791127860264,4830,"카모시다 하지메 지음, 미조구치 케이지 그림, 이승원 옮김",디앤씨미디어(주)(D&C미디어),2021-06-10,7800,7020,390점,2059.0,소설/시/희곡,2021년6월1주
325.0,국내도서,마른 사람들의 실패 없는 벌크업 프로젝트 by 메루치양식장,272628417,9791190555562,13510,이가람 지음,클,2021-06-10,20000,18000,"1,000점",1932.0,건강/취미,2021년6월1주
364.0,국내도서,핵심 공인중개사 실무 교육,272726633,9791164842414,3320,조영준 지음,매일경제신문사,2021-06-10,23000,20700,"1,150점",1063.0,경제경영,2021년6월1주
911.0,국내도서,메타버스가 만드는 가상경제 시대가 온다,272862808,9791160076097,13320,최형욱 지음,한즈미디어(한스미디어),2021-06-10,17000,15300,850점,1102.0,경제경영,2021년6월1주
317.0,국내도서,은하철도 999 애장판 박스 세트 - 전10권,272243414,9791136270191,,마츠모토 레이지 지음,미우(대원씨아이),2021-06-11,165000,148500,"8,250점",815.0,만화,2021년6월1주
34.0,국내도서,2021 선재국어 군무원 대비 실전 봉투 모의고사,272323028,9791165765446,13710,이선재.선재국어연구소 지음,에스티유니타스,2021-06-11,6000,5400,300점,1472.0,수험서/자격증,2021년6월1주
410.0,국내도서,사랑하지 않을 이유,272666370,9791136558596,3810,김태영 지음,예원북스,2021-06-11,9000,8100,450점,305.0,소설/시/희곡,2021년6월1주
384.0,국내도서,눈으로 만든 사람,272864870,9788954679930,3810,최은미 지음,문학동네,2021-06-11,17000,15300,850점,2792.0,소설/시/희곡,2021년6월1주
705.0,국내도서,"밤 10시, 나를 돌보는 시간",271871490,9791191244267,13740,정승익.박윤진(Gina) 지음,시소스터디,2021-06-14,14000,12600,700점,384.0,좋은부모,2021년6월1주
18.0,국내도서,고구려 7,272421636,9791197063275,4810,김진명 지음,이타북스,2021-06-14,15800,14220,790점,4599.0,소설/시/희곡,2021년6월1주
913.0,국내도서,고구려 1부 땅을 다지다 세트 - 전7권,272421830,9791190991117,4810,김진명 지음,이타북스,2021-06-14,109000,98100,"5,450점",1109.0,소설/시/희곡,2021년6월1주
743.0,국내도서,다시 한번 베토벤,272583275,9791189571498,3830,"나카야마 시치리 지음, 이연승 옮김",블루홀식스(블루홀6),2021-06-14,13800,12420,690점,366.0,소설/시/희곡,2021년6월1주
429.0,국내도서,2022 해커스 공무원 신민숙 국어 문학.비문학 합격생 필기노트,274291856,9791166624087,13710.0,신민숙 지음,해커스공무원,2021-06-14,14900,13410,740점,2915.0,수험서/자격증,2022년5월2주
343.0,국내도서,인생을 바꿔 줄 핫코인 100,272420231,9791189722418,3320,최창환 외 지음,브레드&,2021-06-15,25000,22500,"1,250점",311.0,경제경영,2021년6월1주
166.0,국내도서,펜트하우스 3,272903128,9791166830990,14680,김순옥 지음,넥서스BOOKS,2021-06-15,19800,17820,990점,628.0,예술/대중문화,2021년6월1주
809.0,국내도서,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",274077938,9791191043297,3830,"이치조 미사키 지음, 권영주 옮김",모모,2021-06-21,14000,12600,700점,54004.0,소설/시/희곡,2024년7월2주
672.0,국내도서,파리에서 도시락을 파는 여자,274103723,9791130638287,3320.0,켈리 최 지음,다산북스,2021-06-23,19000,17100,950점,6220.0,자기계발,2022년5월2주
131.0,국내도서,오월의 청춘 1,272431207,9788934988816,4810,이강 지음,김영사,2021-06-25,16500,14850,820점,2314.0,예술/대중문화,2021년6월1주
128.0,국내도서,오월의 청춘 2,272431238,9788934988823,4810,이강 지음,김영사,2021-06-25,16500,14850,820점,2178.0,예술/대중문화,2021년6월1주
8.0,국내도서,나의 히어로 아카데미아 30,272723270,9791136735621,,호리코시 코헤이 지음,서울미디어코믹스(서울문화사),2021-06-25,5000,4500,250점,4227.0,만화,2021년6월1주
637.0,국내도서,BEASTARS 12,272741167,9791138001076,7830,"이타가키 파루 지음, 김진희 옮김",영상출판미디어(주),2021-06-25,5500,4950,270점,508.0,만화,2021년6월1주
611.0,국내도서,2022 해커스 공무원 신민숙 필수 한자성어 300 (소방/군무원),273886229,9791166624346,13710.0,신민숙 지음,해커스공무원,2021-06-28,8900,8010,440점,9692.0,수험서/자격증,2022년5월2주
215.0,국내도서,소드 아트 온라인 25,272325491,9791136735546,4830,"카와하라 레키 지음, abec 그림, 박용국 옮김",서울문화사,2021-06-30,8000,7200,400점,1303.0,소설/시/희곡,2021년6월1주
902.0,국내도서,소드 아트 온라인 abec 화집 Wanderers,272325751,9791136735553,,abec 지음,서울문화사,2021-06-30,30000,27000,"1,500점",352.0,소설/시/희곡,2021년6월1주
790.0,국내도서,2022 해커스 공무원 신민숙 국어 어법 합격생 필기노트,274212123,9791166623462,13710.0,해커스 공무원시험연구소 외 지음,해커스공무원,2021-06-30,14900,13410,740점,2231.0,수험서/자격증,2022년5월2주
556.0,국내도서,2022 에듀윌 KBS한국어능력시험 한권끝장,274220335,9791136011121,13710.0,송주연.김지학.황혜림 지음,에듀윌,2021-06-30,32000,28800,"1,600점",1845.0,수험서/자격증,2022년5월2주
622.0,국내도서,도덕의 계보,274647853,9788957337356,3160.0,"프리드리히 니체 지음, 박찬국 옮김",아카넷,2021-06-30,18000,16200,900점,4907.0,인문학,2022년5월2주
386.0,국내도서,일의 격,274504870,9791190276023,13320.0,신수정 지음,턴어라운드,2021-07-01,18000,16200,900점,17204.0,경제경영,2022년5월2주
118.0,국내도서,타이탄의 도구들 (알라딘 단독 리커버),274646820,9791158510619,3190.0,"팀 페리스 지음, 박선령.정지현 옮김",토네이도,2021-07-05,15000,13500,750점,16048.0,자기계발,2022년5월2주
207.0,국내도서,해커스 일본어 첫걸음 : 기초 20일 독학 완성!,274708878,9788965424215,13730,해커스JLPT연구소 지음,해커스어학연구소(Hackers),2021-07-08,13900,12510,690점,47906.0,외국어,2024년7월2주
485.0,국내도서,슬기로운 미니멀 라이프,272138825,9791197333712,13590,홍은실 지음,루리책방,2021-07-09,14800,13320,740점,638.0,자기계발,2021년6월1주
341.0,국내도서,만화 사내 맞선 6,271938274,9791165098919,7810,"NARAK 지음, 해화 원작, 들깨 각색",연담,2021-07-12,14000,12600,700점,643.0,만화,2021년6월1주
583.0,국내도서,도쿄 리벤저스 10,275465050,9791134886943,,와쿠이 켄 지음,학산문화사(만화),2021-07-14,5000,4500,250점,4439.0,만화,2022년5월2주
493.0,국내도서,하트스토퍼 1,275467267,9791191583311,7840.0,"앨리스 오스먼 지음, 박산호 옮김",위즈덤하우스,2021-07-14,12000,10800,600점,703.0,만화,2022년5월2주
627.0,국내도서,하트스토퍼 2,275467644,9791191583328,7840.0,"앨리스 오스먼 지음, 박산호 옮김",위즈덤하우스,2021-07-14,12000,10800,600점,707.0,만화,2022년5월2주
595.0,국내도서,하트스토퍼 3,275467850,9791191583335,7840.0,"앨리스 오스먼 지음, 박산호 옮김",위즈덤하우스,2021-07-14,12800,11520,640점,673.0,만화,2022년5월2주
567.0,국내도서,하트스토퍼 4,275468046,9791191583472,7840.0,"앨리스 오스먼 지음, 박산호 옮김",위즈덤하우스,2021-07-14,12800,11520,640점,609.0,만화,2022년5월2주
532.0,국내도서,체인소 맨 7,275548454,9791134869212,,후지모토 타츠키 지음,학산문화사(만화),2021-07-15,5000,4500,250점,3170.0,만화,2022년5월2주
876.0,국내도서,2022 이동기 영어 핵심문법 700제 3weeks,275408305,9791165762261,13740.0,이동기 지음,에스티유니타스,2021-07-16,20000,18000,200점,2738.0,수험서/자격증,2022년5월2주
725.0,국내도서,위대한 나의 발견 강점 혁명,275466211,9788935213573,3320,갤럽 프레스 지음,청림출판,2021-07-19,30000,27000,"1,500점",38212.0,자기계발,2024년7월2주
45.0,국내도서,어느 날 공주가 되어버렸다 5 (렌티큘러 카드 + 스노우볼 키링 + 아크릴 메모보드 + 엽서 + 박스 포함 한정판),271006293,9791129378590,4810,"스푼 지음, 플루토스 원작",캐롯툰,2021-07-20,36000,32400,"1,800점",2517.0,만화,2021년6월1주
209.0,국내도서,어느 날 공주가 되어버렸다 5 (일반판),271006522,9791129378583,7810,"스푼 지음, 플루토스 원작",캐롯툰,2021-07-20,14000,12600,700점,3067.0,만화,2021년6월1주
519.0,국내도서,괴수 8호 3,325860971,9791136755254,,"마츠모토 나오야 지음, 유유리 옮김",서울미디어코믹스(서울문화사),2021-07-23,6000,5400,300점,6624.0,만화,2024년7월2주
266.0,국내도서,홍학의 자리,275879438,9788954681155,3810,정해연 지음,엘릭시르,2021-07-26,14000,12600,700점,31090.0,소설/시/희곡,2024년7월2주
841.0,국내도서,다정한 것이 살아남는다,276088365,9791197413025,3400,"브라이언 헤어.버네사 우즈 지음, 이민아 옮김, 박한선 감수",디플롯,2021-07-26,22000,19800,"1,100점",38350.0,과학,2024년7월2주
555.0,국내도서,군주론 (무삭제 완역본),276097060,9791166817878,3160.0,"니콜로 마키아벨리 지음, 김운찬 옮김",현대지성,2021-07-26,7700,6930,380점,22308.0,사회과학,2022년5월2주
322.0,국내도서,다정한 것이 살아남는다 (더 다정한 새해 프로젝트 리커버),286904906,9791197413025,,"브라이언 헤어.버네사 우즈 지음, 이민아 옮김, 박한선 감수",디플롯,2021-07-26,22000,19800,"1,100점",40016.0,과학,2022년5월2주
696.0,국내도서,밝은 밤,275419192,9788954681179,3810,최은영 지음,문학동네,2021-07-27,15500,13950,770점,52106.0,소설/시/희곡,2024년7월2주
110.0,국내도서,달러구트 꿈 백화점 2,275874708,9791165343729,3810.0,이미예 지음,팩토리나인,2021-07-27,13800,12420,690점,45962.0,소설/시/희곡,2022년5월2주
441.0,국내도서,전설로 떠나는 월가의 영웅,276636094,9788957825945,13320,"피터 린치.존 로스차일드 지음, 이건 옮김, 홍진채 감수",국일증권경제연구소,2021-07-30,26000,23400,"1,300점",39412.0,경제경영,2024년7월2주
558.0,국내도서,임신 출산 육아 대백과 (2021~2022년 개정판),276041616,9788915107908,13590.0,삼성출판사 편집부 엮음,삼성출판사,2021-07-31,19500,17550,970점,1676.0,좋은부모,2022년5월2주
224.0,국내도서,해커스 텝스 기출 보카 (TEPS VOCA),170351070,9788965422716,13740,David Cho 지음,해커스어학연구소(Hackers),2021-08-02,14900,13410,740점,19829.0,외국어,2019년1월3주
640.0,국내도서,이토록 뜻밖의 뇌과학,276064196,9791165215842,3400.0,"리사 펠드먼 배럿 지음, 변지영 옮김, 정재승 감수",더퀘스트,2021-08-05,16000,14400,800점,18721.0,과학,2022년5월2주
524.0,국내도서,4~7세보다 중요한 시기는 없습니다 (골드 에디션),290968211,9791190776820,3590.0,이임숙 지음,카시오페아,2021-08-08,16000,14400,800점,9325.0,좋은부모,2022년5월2주
761.0,국내도서,2022 에듀윌 민간경력자 PSAT 11개년 기출문제집 : 언어논리/자료해석/상황판단,277028175,9791136011572,13350.0,안바라 외 지음,에듀윌,2021-08-12,27000,24300,"1,350점",864.0,수험서/자격증,2022년5월2주
877.0,국내도서,피프티 피플 (리마스터판),277214767,9788936434540,3810.0,정세랑 지음,창비,2021-08-13,14000,12600,700점,14473.0,소설/시/희곡,2022년5월2주
840.0,국내도서,던전밥 10,277095223,9791138400978,7830,"쿠이 료코 지음, 김민재 옮김",㈜소미미디어,2021-08-16,7000,6300,350점,16365.0,만화,2024년7월2주
438.0,국내도서,햇빛은 찬란하고 인생은 귀하니까요,276919144,9788934985051,3810.0,장명숙 지음,김영사,2021-08-18,14800,13320,740점,14628.0,에세이,2022년5월2주
526.0,국내도서,지구 끝의 온실,276926308,9791191824001,3810,김초엽 지음,자이언트북스,2021-08-18,15000,13500,750점,48812.0,소설/시/희곡,2024년7월2주
595.0,국내도서,JLPT 일본어능력시험 한권으로 끝내기 N1,277362597,9788927712411,14730,이치우.기타지마 치즈코 지음,다락원,2021-08-18,27000,24300,"1,350점",18221.0,외국어,2024년7월2주
744.0,국내도서,EBS 당신의 문해력 (워크북 포함 한정판),277006892,9788954759335,3370.0,"EBS &lt;당신의 문해력&gt; 제작팀 기획, 김윤정 글",EBS BOOKS,2021-08-20,17000,15300,850점,8247.0,좋은부모,2022년5월2주
